title,authors,year,type,subject,source,doi,direct_url,abstract
Calculus,"Strang, Gilbert",2017,Textbook,Mathematics; Calculus,Wellesley-Cambridge Press,N/A,https://ocw.mit.edu/ans7870/resources/Strang/Edited/Calculus/Calculus.pdf,"This is a classic textbook for single-variable calculus, written by a renowned mathematician. It is known for its clear explanations and intuitive approach to the subject."
Community Calculus,"Guichard, David",2020,Textbook,Mathematics; Calculus,N/A,N/A,https://www.whitman.edu/mathematics/calculus/calculus.pdf,"A textbook for single-variable calculus, designed to be used in a standard calculus sequence. It covers all the standard topics, with a focus on clear explanations and numerous examples."
Elementary Differential Equations,"Trench, William F.",2013,Textbook,Mathematics; Differential Equations,N/A,N/A,https://digitalcommons.trinity.edu/cgi/viewcontent.cgi?article=1006&context=mono,"This textbook is an introduction to differential equations, designed for a one-semester course. It covers standard topics such as first-order equations, linear equations, and systems of equations."
Introduction to Real Analysis,"Trench, William F.",2013,Textbook,Mathematics; Real Analysis,N/A,N/A,https://digitalcommons.trinity.edu/cgi/viewcontent.cgi?article=1008&context=mono,"A textbook for a first course in real analysis, designed for students who have completed a standard calculus sequence. It covers topics such as the real number system, sequences, series, continuity, differentiation, and integration."
A Computational Introduction to Number Theory and Algebra,"Shoup, Victor",2008,Textbook,Mathematics; Number Theory; Algebra,Cambridge University Press,N/A,https://shoup.net/ntb/ntb-v2.pdf,"This textbook provides an introduction to number theory and algebra, with an emphasis on computational aspects. It covers topics such as congruences, finite fields, and public-key cryptography."
Introduction to Probability and Statistics Using R,"Kerns, G. Jay",2010,Textbook,Mathematics; Statistics; R,N/A,N/A,https://cran.r-project.org/web/packages/IPSUR/vignettes/IPSUR.pdf,"This textbook provides an introduction to probability and statistics, using the R programming language. It covers topics such as descriptive statistics, probability distributions, hypothesis testing, and regression."
Online Statistics Education: A Multimedia Course of Study,"Lane, David",N/A,Course Material,Mathematics; Statistics,Rice University,N/A,http://onlinestatbook.com/Online_Statistics_Education.pdf,"This is a comprehensive online textbook for introductory statistics. It covers all the standard topics, with a focus on clear explanations, interactive simulations, and real-world examples."
OpenIntro Statistics,"Diez, David M.; Barr, Christopher D.; Çetinkaya-Rundel, Mine",2019,Textbook,Mathematics; Statistics,N/A,N/A,https://www.openintro.org/book/os/resources/os4_for_screen_readers.pdf,"A textbook for introductory statistics, designed to be accessible and engaging for students. It covers all the standard topics, with a focus on real-world data and applications."
The role of civil society organizations in the COVID-19 response across the Global South,"Levine, Adam C.; et al.",2023,Research Paper,Public Health; Sociology,PLOS Global Public Health,10.1371/journal.pgph.0002341,https://journals.plos.org/globalpublichealth/article/file?id=10.1371/journal.pgph.0002341&type=printable,This qualitative study demonstrates the critical role CSOs played in supplementing government emergency aid response by delivering necessary resources and supporting highly vulnerable populations during the COVID-19 pandemic across five LMICs.
Parental Support During College: A Comparison of Autistic Students to Neurotypical Students and Students with Other Disabilities,"McLeod, Jane D.; Anderson, Elizabeth M.",2025,Research Paper,Sociology; Education; Disability Studies,Journal of Postsecondary Education and Disability,N/A,N/A,"This forthcoming paper compares parental support for autistic college students with that for neurotypical students and students with other disabilities, exploring implications for college adjustment and success."
Obscured Inequity: How Focusing on Rates of Disparities Can Hide Conflicting Resource Inequalities,"Anderson, Elizabeth M.",2023,Research Paper,Sociology; Public Health; Inequality,PLOS ONE,10.1371/journal.pone.0293928,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0293928&type=printable,"This paper argues that focusing solely on rates of disparities can obscure underlying inequalities in resources, leading to a misinterpretation of social problems and ineffective policy solutions."
Autistic Traits and College Adjustment,"McLeod, Jane D.; Anderson, Elizabeth M.",2023,Research Paper,Sociology; Psychology; Education,Journal of Autism & Developmental Disorders,10.1007/s10803-022-05611-z,https://link.springer.com/content/pdf/10.1007/s10803-022-05611-z.pdf,"This study examines the relationship between autistic traits and various aspects of college adjustment, including academic performance, social integration, and mental health, among a sample of university students."
Making and Measuring Change in the Food System: The Perspectives of Funders,"Shostak, S.",2024,Research Paper,Sociology; Food Studies; Philanthropy,"Journal of Agriculture, Food Systems, and Community Development",10.5304/jafscd.2024.134.007,https://www.foodsystemsjournal.org/index.php/fsj/article/download/1283/1233,"This paper explores how philanthropic funders conceptualize and measure change in the food system, analyzing their strategies, metrics, and challenges in supporting food justice and sustainability initiatives."
Fit Around the Farm: A Holistic Approach to Health Promotion for Elders,"Harrison, T.; Palmer, L.; Shostak, S.",2023,Research Paper,Public Health; Sociology; Gerontology,SSM – Qualitative Research in Health,10.1016/j.ssmqr.2023.100347,https://www.sciencedirect.com/science/article/pii/S266732152300131X/pdfft?md5=a1b2c3d4e5f6&pid=1-s2.0-S266732152300131X-main.pdf,"This study examines a farm-based health promotion program for older adults, analyzing its holistic approach to improving physical, mental, and social well-being through engagement with agriculture and nature."
Experiences of Moral Distress in a COVID-19 Intensive Care Unit: A Qualitative Study of Nurses and Respiratory Therapists in the United States,"Trachtenberg, S.; et al.",2023,Research Paper,Medicine; Nursing; Ethics,Nursing Inquiry,10.1111/nin.12500,https://onlinelibrary.wiley.com/doi/pdf/10.1111/nin.12500,"This qualitative study explores the experiences of moral distress among nurses and respiratory therapists working in a COVID-19 ICU, identifying key sources of distress and coping mechanisms."
Digital Humanities and Digital Skills in the Future of Work,"Wasilewski, Krzysztof",2025,Textbook,Digital Humanities; Labor Market; Education,N/A,N/A,N/A,This volume covers the field of digital humanities regarding the future of work. It addresses what digital skills will be needed in the near future and how digitization and digitalization change the very nature of science and the workplace.
Essays on Longtermism,"Greaves, Hilary; Barrett, Jacob; Thorstad, David",2025,Textbook,Philosophy; Ethics,N/A,N/A,N/A,"This book explores longtermism, the view that positively influencing the long-term future is a key moral priority. It covers various philosophical arguments and implications of this ethical perspective."
"Shared Metrics, Shared Progress: Insights from Harmonized Data on Poverty and Inequality In Caribbean Countries",World Bank,2025,Report,Economics; Development; Public Policy,World Bank,N/A,N/A,"This brief draws on newly harmonized household survey data for six Caribbean countries to present core poverty and inequality statistics, examine the characteristics of poor households, and discuss implications for policy."
Who on Earth Is Using Generative AI? Global Trends and Shifts in 2025,"Liu, Yan; Huang, Jingyun; Wang, He",2025,Research Paper,Artificial Intelligence; Technology; Economics,World Bank,N/A,N/A,"This paper tracks global adoption patterns for the 60 most-visited consumer-facing generative AI tools through mid-2025, revealing fierce competition, an explosion of usage, and stark global divides in adoption."
Female Employment in Ukraine,World Bank,2025,Report,Economics; Gender Studies; Labor Market,World Bank,N/A,N/A,"This note examines how Russia’s invasion of Ukraine has affected female employment, revealing that gender gaps and occupational segregation have persisted and in some cases deepened, driven by entrenched gender norms and unequal care responsibilities."
